hostname,environment,os,platform,vm_id,ip_address,subnet,datacenter,cluster_name,role,app_name,owner,criticality,cpu_cores,memory_gb,storage_gb,is_virtual,is_cloud,tags
server0320,prod,Windows,vmware,vm-1320,10.1.64.10,10.1.64.0/24,DC3,Cluster1,app,App21,user1,low,1,2,50,true,false,env:prod;role:app;dc:DC3
server0321,dev,RHEL,vmware,vm-1321,10.1.65.11,10.1.65.0/24,DC1,Cluster2,db,App22,user2,medium,2,4,100,true,false,env:dev;role:db;dc:DC1
server0322,qa,Ubuntu,vmware,vm-1322,10.1.66.12,10.1.66.0/24,DC2,Cluster3,web,App23,user3,high,3,6,150,true,false,env:qa;role:web;dc:DC2
server0323,stage,SLES,vmware,vm-1323,10.1.67.13,10.1.67.0/24,DC3,Cluster4,batch,App24,user4,critical,4,8,200,true,false,env:stage;role:batch;dc:DC3
server0324,prod,Windows,vmware,vm-1324,10.1.68.14,10.1.68.0/24,DC1,Cluster1,file,App25,user5,low,5,10,250,true,false,env:prod;role:file;dc:DC1
server0325,dev,RHEL,vmware,vm-1325,10.1.69.15,10.1.69.0/24,DC2,Cluster2,app,App26,user6,medium,6,12,300,true,false,env:dev;role:app;dc:DC2
server0326,qa,Ubuntu,vmware,vm-1326,10.1.70.16,10.1.70.0/24,DC3,Cluster3,db,App27,user7,high,7,14,350,true,false,env:qa;role:db;dc:DC3
server0327,stage,SLES,vmware,vm-1327,10.1.71.17,10.1.71.0/24,DC1,Cluster4,web,App28,user8,critical,8,16,400,true,false,env:stage;role:web;dc:DC1
server0328,prod,Windows,vmware,vm-1328,10.1.72.18,10.1.72.0/24,DC2,Cluster1,batch,App29,user9,low,1,18,450,true,false,env:prod;role:batch;dc:DC2
server0329,dev,RHEL,vmware,vm-1329,10.1.73.19,10.1.73.0/24,DC3,Cluster2,file,App30,user10,medium,2,20,500,true,false,env:dev;role:file;dc:DC3
server0330,qa,Ubuntu,vmware,vm-1330,10.1.74.10,10.1.74.0/24,DC1,Cluster3,app,App31,user11,high,3,22,550,true,false,env:qa;role:app;dc:DC1
server0331,stage,SLES,vmware,vm-1331,10.1.75.11,10.1.75.0/24,DC2,Cluster4,db,App32,user12,critical,4,24,600,true,false,env:stage;role:db;dc:DC2
server0332,prod,Windows,vmware,vm-1332,10.1.76.12,10.1.76.0/24,DC3,Cluster1,web,App33,user13,low,5,26,650,true,false,env:prod;role:web;dc:DC3
server0333,dev,RHEL,vmware,vm-1333,10.1.77.13,10.1.77.0/24,DC1,Cluster2,batch,App34,user14,medium,6,28,700,true,false,env:dev;role:batch;dc:DC1
server0334,qa,Ubuntu,vmware,vm-1334,10.1.78.14,10.1.78.0/24,DC2,Cluster3,file,App35,user15,high,7,30,750,true,false,env:qa;role:file;dc:DC2
server0335,stage,SLES,vmware,vm-1335,10.1.79.15,10.1.79.0/24,DC3,Cluster4,app,App36,user16,critical,8,32,800,true,false,env:stage;role:app;dc:DC3
server0336,prod,Windows,vmware,vm-1336,10.1.80.16,10.1.80.0/24,DC1,Cluster1,db,App37,user17,low,1,2,850,true,false,env:prod;role:db;dc:DC1
server0337,dev,RHEL,vmware,vm-1337,10.1.81.17,10.1.81.0/24,DC2,Cluster2,web,App38,user18,medium,2,4,900,true,false,env:dev;role:web;dc:DC2
server0338,qa,Ubuntu,vmware,vm-1338,10.1.82.18,10.1.82.0/24,DC3,Cluster3,batch,App39,user19,high,3,6,950,true,false,env:qa;role:batch;dc:DC3
server0339,stage,SLES,vmware,vm-1339,10.1.83.19,10.1.83.0/24,DC1,Cluster4,file,App40,user20,critical,4,8,1000,true,false,env:stage;role:file;dc:DC1
server0340,prod,Windows,vmware,vm-1340,10.1.84.10,10.1.84.0/24,DC2,Cluster1,app,App41,user1,low,5,10,50,true,false,env:prod;role:app;dc:DC2
server0341,dev,RHEL,vmware,vm-1341,10.1.85.11,10.1.85.0/24,DC3,Cluster2,db,App42,user2,medium,6,12,100,true,false,env:dev;role:db;dc:DC3
server0342,qa,Ubuntu,vmware,vm-1342,10.1.86.12,10.1.86.0/24,DC1,Cluster3,web,App43,user3,high,7,14,150,true,false,env:qa;role:web;dc:DC1
server0343,stage,SLES,vmware,vm-1343,10.1.87.13,10.1.87.0/24,DC2,Cluster4,batch,App44,user4,critical,8,16,200,true,false,env:stage;role:batch;dc:DC2
server0344,prod,Windows,vmware,vm-1344,10.1.88.14,10.1.88.0/24,DC3,Cluster1,file,App45,user5,low,1,18,250,true,false,env:prod;role:file;dc:DC3
server0345,dev,RHEL,vmware,vm-1345,10.1.89.15,10.1.89.0/24,DC1,Cluster2,app,App46,user6,medium,2,20,300,true,false,env:dev;role:app;dc:DC1
server0346,qa,Ubuntu,vmware,vm-1346,10.1.90.16,10.1.90.0/24,DC2,Cluster3,db,App47,user7,high,3,22,350,true,false,env:qa;role:db;dc:DC2
server0347,stage,SLES,vmware,vm-1347,10.1.91.17,10.1.91.0/24,DC3,Cluster4,web,App48,user8,critical,4,24,400,true,false,env:stage;role:web;dc:DC3
server0348,prod,Windows,vmware,vm-1348,10.1.92.18,10.1.92.0/24,DC1,Cluster1,batch,App49,user9,low,5,26,450,true,false,env:prod;role:batch;dc:DC1
server0349,dev,RHEL,vmware,vm-1349,10.1.93.19,10.1.93.0/24,DC2,Cluster2,file,App50,user10,medium,6,28,500,true,false,env:dev;role:file;dc:DC2
server0350,qa,Ubuntu,vmware,vm-1350,10.1.94.10,10.1.94.0/24,DC3,Cluster3,app,App1,user11,high,7,30,550,true,false,env:qa;role:app;dc:DC3
server0351,stage,SLES,vmware,vm-1351,10.1.95.11,10.1.95.0/24,DC1,Cluster4,db,App2,user12,critical,8,32,600,true,false,env:stage;role:db;dc:DC1
server0352,prod,Windows,vmware,vm-1352,10.1.96.12,10.1.96.0/24,DC2,Cluster1,web,App3,user13,low,1,2,650,true,false,env:prod;role:web;dc:DC2
server0353,dev,RHEL,vmware,vm-1353,10.1.97.13,10.1.97.0/24,DC3,Cluster2,batch,App4,user14,medium,2,4,700,true,false,env:dev;role:batch;dc:DC3
server0354,qa,Ubuntu,vmware,vm-1354,10.1.98.14,10.1.98.0/24,DC1,Cluster3,file,App5,user15,high,3,6,750,true,false,env:qa;role:file;dc:DC1
server0355,stage,SLES,vmware,vm-1355,10.1.99.15,10.1.99.0/24,DC2,Cluster4,app,App6,user16,critical,4,8,800,true,false,env:stage;role:app;dc:DC2
server0356,prod,Windows,vmware,vm-1356,10.1.100.16,10.1.100.0/24,DC3,Cluster1,db,App7,user17,low,5,10,850,true,false,env:prod;role:db;dc:DC3
server0357,dev,RHEL,vmware,vm-1357,10.1.101.17,10.1.101.0/24,DC1,Cluster2,web,App8,user18,medium,6,12,900,true,false,env:dev;role:web;dc:DC1
server0358,qa,Ubuntu,vmware,vm-1358,10.1.102.18,10.1.102.0/24,DC2,Cluster3,batch,App9,user19,high,7,14,950,true,false,env:qa;role:batch;dc:DC2
server0359,stage,SLES,vmware,vm-1359,10.1.103.19,10.1.103.0/24,DC3,Cluster4,file,App10,user20,critical,8,16,1000,true,false,env:stage;role:file;dc:DC3
server0360,prod,Windows,vmware,vm-1360,10.1.104.10,10.1.104.0/24,DC1,Cluster1,app,App11,user1,low,1,18,50,true,false,env:prod;role:app;dc:DC1
server0361,dev,RHEL,vmware,vm-1361,10.1.105.11,10.1.105.0/24,DC2,Cluster2,db,App12,user2,medium,2,20,100,true,false,env:dev;role:db;dc:DC2
server0362,qa,Ubuntu,vmware,vm-1362,10.1.106.12,10.1.106.0/24,DC3,Cluster3,web,App13,user3,high,3,22,150,true,false,env:qa;role:web;dc:DC3
server0363,stage,SLES,vmware,vm-1363,10.1.107.13,10.1.107.0/24,DC1,Cluster4,batch,App14,user4,critical,4,24,200,true,false,env:stage;role:batch;dc:DC1
server0364,prod,Windows,vmware,vm-1364,10.1.108.14,10.1.108.0/24,DC2,Cluster1,file,App15,user5,low,5,26,250,true,false,env:prod;role:file;dc:DC2
server0365,dev,RHEL,vmware,vm-1365,10.1.109.15,10.1.109.0/24,DC3,Cluster2,app,App16,user6,medium,6,28,300,true,false,env:dev;role:app;dc:DC3
server0366,qa,Ubuntu,vmware,vm-1366,10.1.110.16,10.1.110.0/24,DC1,Cluster3,db,App17,user7,high,7,30,350,true,false,env:qa;role:db;dc:DC1
server0367,stage,SLES,vmware,vm-1367,10.1.111.17,10.1.111.0/24,DC2,Cluster4,web,App18,user8,critical,8,32,400,true,false,env:stage;role:web;dc:DC2
server0368,prod,Windows,vmware,vm-1368,10.1.112.18,10.1.112.0/24,DC3,Cluster1,batch,App19,user9,low,1,2,450,true,false,env:prod;role:batch;dc:DC3
server0369,dev,RHEL,vmware,vm-1369,10.1.113.19,10.1.113.0/24,DC1,Cluster2,file,App20,user10,medium,2,4,500,true,false,env:dev;role:file;dc:DC1
server0370,qa,Ubuntu,vmware,vm-1370,10.1.114.10,10.1.114.0/24,DC2,Cluster3,app,App21,user11,high,3,6,550,true,false,env:qa;role:app;dc:DC2
server0371,stage,SLES,vmware,vm-1371,10.1.115.11,10.1.115.0/24,DC3,Cluster4,db,App22,user12,critical,4,8,600,true,false,env:stage;role:db;dc:DC3
server0372,prod,Windows,vmware,vm-1372,10.1.116.12,10.1.116.0/24,DC1,Cluster1,web,App23,user13,low,5,10,650,true,false,env:prod;role:web;dc:DC1
server0373,dev,RHEL,vmware,vm-1373,10.1.117.13,10.1.117.0/24,DC2,Cluster2,batch,App24,user14,medium,6,12,700,true,false,env:dev;role:batch;dc:DC2
server0374,qa,Ubuntu,vmware,vm-1374,10.1.118.14,10.1.118.0/24,DC3,Cluster3,file,App25,user15,high,7,14,750,true,false,env:qa;role:file;dc:DC3
server0375,stage,SLES,vmware,vm-1375,10.1.119.15,10.1.119.0/24,DC1,Cluster4,app,App26,user16,critical,8,16,800,true,false,env:stage;role:app;dc:DC1
server0376,prod,Windows,vmware,vm-1376,10.1.120.16,10.1.120.0/24,DC2,Cluster1,db,App27,user17,low,1,18,850,true,false,env:prod;role:db;dc:DC2
server0377,dev,RHEL,vmware,vm-1377,10.1.121.17,10.1.121.0/24,DC3,Cluster2,web,App28,user18,medium,2,20,900,true,false,env:dev;role:web;dc:DC3
server0378,qa,Ubuntu,vmware,vm-1378,10.1.122.18,10.1.122.0/24,DC1,Cluster3,batch,App29,user19,high,3,22,950,true,false,env:qa;role:batch;dc:DC1
server0379,stage,SLES,vmware,vm-1379,10.1.123.19,10.1.123.0/24,DC2,Cluster4,file,App30,user20,critical,4,24,1000,true,false,env:stage;role:file;dc:DC2
server0380,prod,Windows,vmware,vm-1380,10.1.124.10,10.1.124.0/24,DC3,Cluster1,app,App31,user1,low,5,26,50,true,false,env:prod;role:app;dc:DC3
server0381,dev,RHEL,vmware,vm-1381,10.1.125.11,10.1.125.0/24,DC1,Cluster2,db,App32,user2,medium,6,28,100,true,false,env:dev;role:db;dc:DC1
server0382,qa,Ubuntu,vmware,vm-1382,10.1.126.12,10.1.126.0/24,DC2,Cluster3,web,App33,user3,high,7,30,150,true,false,env:qa;role:web;dc:DC2
server0383,stage,SLES,vmware,vm-1383,10.1.127.13,10.1.127.0/24,DC3,Cluster4,batch,App34,user4,critical,8,32,200,true,false,env:stage;role:batch;dc:DC3
server0384,prod,Windows,vmware,vm-1384,10.1.128.14,10.1.128.0/24,DC1,Cluster1,file,App35,user5,low,1,2,250,true,false,env:prod;role:file;dc:DC1
server0385,dev,RHEL,vmware,vm-1385,10.1.129.15,10.1.129.0/24,DC2,Cluster2,app,App36,user6,medium,2,4,300,true,false,env:dev;role:app;dc:DC2
server0386,qa,Ubuntu,vmware,vm-1386,10.1.130.16,10.1.130.0/24,DC3,Cluster3,db,App37,user7,high,3,6,350,true,false,env:qa;role:db;dc:DC3
server0387,stage,SLES,vmware,vm-1387,10.1.131.17,10.1.131.0/24,DC1,Cluster4,web,App38,user8,critical,4,8,400,true,false,env:stage;role:web;dc:DC1
server0388,prod,Windows,vmware,vm-1388,10.1.132.18,10.1.132.0/24,DC2,Cluster1,batch,App39,user9,low,5,10,450,true,false,env:prod;role:batch;dc:DC2
server0389,dev,RHEL,vmware,vm-1389,10.1.133.19,10.1.133.0/24,DC3,Cluster2,file,App40,user10,medium,6,12,500,true,false,env:dev;role:file;dc:DC3
server0390,qa,Ubuntu,vmware,vm-1390,10.1.134.10,10.1.134.0/24,DC1,Cluster3,app,App41,user11,high,7,14,550,true,false,env:qa;role:app;dc:DC1
server0391,stage,SLES,vmware,vm-1391,10.1.135.11,10.1.135.0/24,DC2,Cluster4,db,App42,user12,critical,8,16,600,true,false,env:stage;role:db;dc:DC2
server0392,prod,Windows,vmware,vm-1392,10.1.136.12,10.1.136.0/24,DC3,Cluster1,web,App43,user13,low,1,18,650,true,false,env:prod;role:web;dc:DC3
server0393,dev,RHEL,vmware,vm-1393,10.1.137.13,10.1.137.0/24,DC1,Cluster2,batch,App44,user14,medium,2,20,700,true,false,env:dev;role:batch;dc:DC1
server0394,qa,Ubuntu,vmware,vm-1394,10.1.138.14,10.1.138.0/24,DC2,Cluster3,file,App45,user15,high,3,22,750,true,false,env:qa;role:file;dc:DC2
server0395,stage,SLES,vmware,vm-1395,10.1.139.15,10.1.139.0/24,DC3,Cluster4,app,App46,user16,critical,4,24,800,true,false,env:stage;role:app;dc:DC3
server0396,prod,Windows,vmware,vm-1396,10.1.140.16,10.1.140.0/24,DC1,Cluster1,db,App47,user17,low,5,26,850,true,false,env:prod;role:db;dc:DC1
server0397,dev,RHEL,vmware,vm-1397,10.1.141.17,10.1.141.0/24,DC2,Cluster2,web,App48,user18,medium,6,28,900,true,false,env:dev;role:web;dc:DC2
server0398,qa,Ubuntu,vmware,vm-1398,10.1.142.18,10.1.142.0/24,DC3,Cluster3,batch,App49,user19,high,7,30,950,true,false,env:qa;role:batch;dc:DC3
server0399,stage,SLES,vmware,vm-1399,10.1.143.19,10.1.143.0/24,DC1,Cluster4,file,App50,user20,critical,8,32,1000,true,false,env:stage;role:file;dc:DC1
server0400,prod,Windows,vmware,vm-1400,10.1.144.10,10.1.144.0/24,DC2,Cluster1,app,App1,user1,low,1,2,50,true,false,env:prod;role:app;dc:DC2
server0401,dev,RHEL,vmware,vm-1401,10.1.145.11,10.1.145.0/24,DC3,Cluster2,db,App2,user2,medium,2,4,100,true,false,env:dev;role:db;dc:DC3
server0402,qa,Ubuntu,vmware,vm-1402,10.1.146.12,10.1.146.0/24,DC1,Cluster3,web,App3,user3,high,3,6,150,true,false,env:qa;role:web;dc:DC1
server0403,stage,SLES,vmware,vm-1403,10.1.147.13,10.1.147.0/24,DC2,Cluster4,batch,App4,user4,critical,4,8,200,true,false,env:stage;role:batch;dc:DC2
server0404,prod,Windows,vmware,vm-1404,10.1.148.14,10.1.148.0/24,DC3,Cluster1,file,App5,user5,low,5,10,250,true,false,env:prod;role:file;dc:DC3
server0405,dev,RHEL,vmware,vm-1405,10.1.149.15,10.1.149.0/24,DC1,Cluster2,app,App6,user6,medium,6,12,300,true,false,env:dev;role:app;dc:DC1
server0406,qa,Ubuntu,vmware,vm-1406,10.1.150.16,10.1.150.0/24,DC2,Cluster3,db,App7,user7,high,7,14,350,true,false,env:qa;role:db;dc:DC2
server0407,stage,SLES,vmware,vm-1407,10.1.151.17,10.1.151.0/24,DC3,Cluster4,web,App8,user8,critical,8,16,400,true,false,env:stage;role:web;dc:DC3
server0408,prod,Windows,vmware,vm-1408,10.1.152.18,10.1.152.0/24,DC1,Cluster1,batch,App9,user9,low,1,18,450,true,false,env:prod;role:batch;dc:DC1
server0409,dev,RHEL,vmware,vm-1409,10.1.153.19,10.1.153.0/24,DC2,Cluster2,file,App10,user10,medium,2,20,500,true,false,env:dev;role:file;dc:DC2
server0410,qa,Ubuntu,vmware,vm-1410,10.1.154.10,10.1.154.0/24,DC3,Cluster3,app,App11,user11,high,3,22,550,true,false,env:qa;role:app;dc:DC3
server0411,stage,SLES,vmware,vm-1411,10.1.155.11,10.1.155.0/24,DC1,Cluster4,db,App12,user12,critical,4,24,600,true,false,env:stage;role:db;dc:DC1
server0412,prod,Windows,vmware,vm-1412,10.1.156.12,10.1.156.0/24,DC2,Cluster1,web,App13,user13,low,5,26,650,true,false,env:prod;role:web;dc:DC2
server0413,dev,RHEL,vmware,vm-1413,10.1.157.13,10.1.157.0/24,DC3,Cluster2,batch,App14,user14,medium,6,28,700,true,false,env:dev;role:batch;dc:DC3
server0414,qa,Ubuntu,vmware,vm-1414,10.1.158.14,10.1.158.0/24,DC1,Cluster3,file,App15,user15,high,7,30,750,true,false,env:qa;role:file;dc:DC1
server0415,stage,SLES,vmware,vm-1415,10.1.159.15,10.1.159.0/24,DC2,Cluster4,app,App16,user16,critical,8,32,800,true,false,env:stage;role:app;dc:DC2
server0416,prod,Windows,vmware,vm-1416,10.1.160.16,10.1.160.0/24,DC3,Cluster1,db,App17,user17,low,1,2,850,true,false,env:prod;role:db;dc:DC3
server0417,dev,RHEL,vmware,vm-1417,10.1.161.17,10.1.161.0/24,DC1,Cluster2,web,App18,user18,medium,2,4,900,true,false,env:dev;role:web;dc:DC1
server0418,qa,Ubuntu,vmware,vm-1418,10.1.162.18,10.1.162.0/24,DC2,Cluster3,batch,App19,user19,high,3,6,950,true,false,env:qa;role:batch;dc:DC2
server0419,stage,SLES,vmware,vm-1419,10.1.163.19,10.1.163.0/24,DC3,Cluster4,file,App20,user20,critical,4,8,1000,true,false,env:stage;role:file;dc:DC3
server0420,prod,Windows,vmware,vm-1420,10.1.164.10,10.1.164.0/24,DC1,Cluster1,app,App21,user1,low,5,10,50,true,false,env:prod;role:app;dc:DC1
server0421,dev,RHEL,vmware,vm-1421,10.1.165.11,10.1.165.0/24,DC2,Cluster2,db,App22,user2,medium,6,12,100,true,false,env:dev;role:db;dc:DC2
server0422,qa,Ubuntu,vmware,vm-1422,10.1.166.12,10.1.166.0/24,DC3,Cluster3,web,App23,user3,high,7,14,150,true,false,env:qa;role:web;dc:DC3
server0423,stage,SLES,vmware,vm-1423,10.1.167.13,10.1.167.0/24,DC1,Cluster4,batch,App24,user4,critical,8,16,200,true,false,env:stage;role:batch;dc:DC1
server0424,prod,Windows,vmware,vm-1424,10.1.168.14,10.1.168.0/24,DC2,Cluster1,file,App25,user5,low,1,18,250,true,false,env:prod;role:file;dc:DC2
server0425,dev,RHEL,vmware,vm-1425,10.1.169.15,10.1.169.0/24,DC3,Cluster2,app,App26,user6,medium,2,20,300,true,false,env:dev;role:app;dc:DC3
server0426,qa,Ubuntu,vmware,vm-1426,10.1.170.16,10.1.170.0/24,DC1,Cluster3,db,App27,user7,high,3,22,350,true,false,env:qa;role:db;dc:DC1
server0427,stage,SLES,vmware,vm-1427,10.1.171.17,10.1.171.0/24,DC2,Cluster4,web,App28,user8,critical,4,24,400,true,false,env:stage;role:web;dc:DC2
server0428,prod,Windows,vmware,vm-1428,10.1.172.18,10.1.172.0/24,DC3,Cluster1,batch,App29,user9,low,5,26,450,true,false,env:prod;role:batch;dc:DC3
server0429,dev,RHEL,vmware,vm-1429,10.1.173.19,10.1.173.0/24,DC1,Cluster2,file,App30,user10,medium,6,28,500,true,false,env:dev;role:file;dc:DC1
server0430,qa,Ubuntu,vmware,vm-1430,10.1.174.10,10.1.174.0/24,DC2,Cluster3,app,App31,user11,high,7,30,550,true,false,env:qa;role:app;dc:DC2
server0431,stage,SLES,vmware,vm-1431,10.1.175.11,10.1.175.0/24,DC3,Cluster4,db,App32,user12,critical,8,32,600,true,false,env:stage;role:db;dc:DC3
server0432,prod,Windows,vmware,vm-1432,10.1.176.12,10.1.176.0/24,DC1,Cluster1,web,App33,user13,low,1,2,650,true,false,env:prod;role:web;dc:DC1
server0433,dev,RHEL,vmware,vm-1433,10.1.177.13,10.1.177.0/24,DC2,Cluster2,batch,App34,user14,medium,2,4,700,true,false,env:dev;role:batch;dc:DC2
server0434,qa,Ubuntu,vmware,vm-1434,10.1.178.14,10.1.178.0/24,DC3,Cluster3,file,App35,user15,high,3,6,750,true,false,env:qa;role:file;dc:DC3
server0435,stage,SLES,vmware,vm-1435,10.1.179.15,10.1.179.0/24,DC1,Cluster4,app,App36,user16,critical,4,8,800,true,false,env:stage;role:app;dc:DC1
server0436,prod,Windows,vmware,vm-1436,10.1.180.16,10.1.180.0/24,DC2,Cluster1,db,App37,user17,low,5,10,850,true,false,env:prod;role:db;dc:DC2
server0437,dev,RHEL,vmware,vm-1437,10.1.181.17,10.1.181.0/24,DC3,Cluster2,web,App38,user18,medium,6,12,900,true,false,env:dev;role:web;dc:DC3
server0438,qa,Ubuntu,vmware,vm-1438,10.1.182.18,10.1.182.0/24,DC1,Cluster3,batch,App39,user19,high,7,14,950,true,false,env:qa;role:batch;dc:DC1
server0439,stage,SLES,vmware,vm-1439,10.1.183.19,10.1.183.0/24,DC2,Cluster4,file,App40,user20,critical,8,16,1000,true,false,env:stage;role:file;dc:DC2
server0440,prod,Windows,vmware,vm-1440,10.1.184.10,10.1.184.0/24,DC3,Cluster1,app,App41,user1,low,1,18,50,true,false,env:prod;role:app;dc:DC3
server0441,dev,RHEL,vmware,vm-1441,10.1.185.11,10.1.185.0/24,DC1,Cluster2,db,App42,user2,medium,2,20,100,true,false,env:dev;role:db;dc:DC1
server0442,qa,Ubuntu,vmware,vm-1442,10.1.186.12,10.1.186.0/24,DC2,Cluster3,web,App43,user3,high,3,22,150,true,false,env:qa;role:web;dc:DC2
server0443,stage,SLES,vmware,vm-1443,10.1.187.13,10.1.187.0/24,DC3,Cluster4,batch,App44,user4,critical,4,24,200,true,false,env:stage;role:batch;dc:DC3
server0444,prod,Windows,vmware,vm-1444,10.1.188.14,10.1.188.0/24,DC1,Cluster1,file,App45,user5,low,5,26,250,true,false,env:prod;role:file;dc:DC1
server0445,dev,RHEL,vmware,vm-1445,10.1.189.15,10.1.189.0/24,DC2,Cluster2,app,App46,user6,medium,6,28,300,true,false,env:dev;role:app;dc:DC2
server0446,qa,Ubuntu,vmware,vm-1446,10.1.190.16,10.1.190.0/24,DC3,Cluster3,db,App47,user7,high,7,30,350,true,false,env:qa;role:db;dc:DC3
server0447,stage,SLES,vmware,vm-1447,10.1.191.17,10.1.191.0/24,DC1,Cluster4,web,App48,user8,critical,8,32,400,true,false,env:stage;role:web;dc:DC1
server0448,prod,Windows,vmware,vm-1448,10.1.192.18,10.1.192.0/24,DC2,Cluster1,batch,App49,user9,low,1,2,450,true,false,env:prod;role:batch;dc:DC2
server0449,dev,RHEL,vmware,vm-1449,10.1.193.19,10.1.193.0/24,DC3,Cluster2,file,App50,user10,medium,2,4,500,true,false,env:dev;role:file;dc:DC3
server0450,qa,Ubuntu,vmware,vm-1450,10.1.194.10,10.1.194.0/24,DC1,Cluster3,app,App1,user11,high,3,6,550,true,false,env:qa;role:app;dc:DC1
server0451,stage,SLES,vmware,vm-1451,10.1.195.11,10.1.195.0/24,DC2,Cluster4,db,App2,user12,critical,4,8,600,true,false,env:stage;role:db;dc:DC2
server0452,prod,Windows,vmware,vm-1452,10.1.196.12,10.1.196.0/24,DC3,Cluster1,web,App3,user13,low,5,10,650,true,false,env:prod;role:web;dc:DC3
server0453,dev,RHEL,vmware,vm-1453,10.1.197.13,10.1.197.0/24,DC1,Cluster2,batch,App4,user14,medium,6,12,700,true,false,env:dev;role:batch;dc:DC1
server0454,qa,Ubuntu,vmware,vm-1454,10.1.198.14,10.1.198.0/24,DC2,Cluster3,file,App5,user15,high,7,14,750,true,false,env:qa;role:file;dc:DC2
server0455,stage,SLES,vmware,vm-1455,10.1.199.15,10.1.199.0/24,DC3,Cluster4,app,App6,user16,critical,8,16,800,true,false,env:stage;role:app;dc:DC3
server0456,prod,Windows,vmware,vm-1456,10.1.200.16,10.1.200.0/24,DC1,Cluster1,db,App7,user17,low,1,18,850,true,false,env:prod;role:db;dc:DC1
server0457,dev,RHEL,vmware,vm-1457,10.1.201.17,10.1.201.0/24,DC2,Cluster2,web,App8,user18,medium,2,20,900,true,false,env:dev;role:web;dc:DC2
server0458,qa,Ubuntu,vmware,vm-1458,10.1.202.18,10.1.202.0/24,DC3,Cluster3,batch,App9,user19,high,3,22,950,true,false,env:qa;role:batch;dc:DC3
server0459,stage,SLES,vmware,vm-1459,10.1.203.19,10.1.203.0/24,DC1,Cluster4,file,App10,user20,critical,4,24,1000,true,false,env:stage;role:file;dc:DC1
server0460,prod,Windows,vmware,vm-1460,10.1.204.10,10.1.204.0/24,DC2,Cluster1,app,App11,user1,low,5,26,50,true,false,env:prod;role:app;dc:DC2
server0461,dev,RHEL,vmware,vm-1461,10.1.205.11,10.1.205.0/24,DC3,Cluster2,db,App12,user2,medium,6,28,100,true,false,env:dev;role:db;dc:DC3
server0462,qa,Ubuntu,vmware,vm-1462,10.1.206.12,10.1.206.0/24,DC1,Cluster3,web,App13,user3,high,7,30,150,true,false,env:qa;role:web;dc:DC1
server0463,stage,SLES,vmware,vm-1463,10.1.207.13,10.1.207.0/24,DC2,Cluster4,batch,App14,user4,critical,8,32,200,true,false,env:stage;role:batch;dc:DC2
server0464,prod,Windows,vmware,vm-1464,10.1.208.14,10.1.208.0/24,DC3,Cluster1,file,App15,user5,low,1,2,250,true,false,env:prod;role:file;dc:DC3
server0465,dev,RHEL,vmware,vm-1465,10.1.209.15,10.1.209.0/24,DC1,Cluster2,app,App16,user6,medium,2,4,300,true,false,env:dev;role:app;dc:DC1
server0466,qa,Ubuntu,vmware,vm-1466,10.1.210.16,10.1.210.0/24,DC2,Cluster3,db,App17,user7,high,3,6,350,true,false,env:qa;role:db;dc:DC2
server0467,stage,SLES,vmware,vm-1467,10.1.211.17,10.1.211.0/24,DC3,Cluster4,web,App18,user8,critical,4,8,400,true,false,env:stage;role:web;dc:DC3
server0468,prod,Windows,vmware,vm-1468,10.1.212.18,10.1.212.0/24,DC1,Cluster1,batch,App19,user9,low,5,10,450,true,false,env:prod;role:batch;dc:DC1
server0469,dev,RHEL,vmware,vm-1469,10.1.213.19,10.1.213.0/24,DC2,Cluster2,file,App20,user10,medium,6,12,500,true,false,env:dev;role:file;dc:DC2
server0470,qa,Ubuntu,vmware,vm-1470,10.1.214.10,10.1.214.0/24,DC3,Cluster3,app,App21,user11,high,7,14,550,true,false,env:qa;role:app;dc:DC3
server0471,stage,SLES,vmware,vm-1471,10.1.215.11,10.1.215.0/24,DC1,Cluster4,db,App22,user12,critical,8,16,600,true,false,env:stage;role:db;dc:DC1
server0472,prod,Windows,vmware,vm-1472,10.1.216.12,10.1.216.0/24,DC2,Cluster1,web,App23,user13,low,1,18,650,true,false,env:prod;role:web;dc:DC2
server0473,dev,RHEL,vmware,vm-1473,10.1.217.13,10.1.217.0/24,DC3,Cluster2,batch,App24,user14,medium,2,20,700,true,false,env:dev;role:batch;dc:DC3
server0474,qa,Ubuntu,vmware,vm-1474,10.1.218.14,10.1.218.0/24,DC1,Cluster3,file,App25,user15,high,3,22,750,true,false,env:qa;role:file;dc:DC1
server0475,stage,SLES,vmware,vm-1475,10.1.219.15,10.1.219.0/24,DC2,Cluster4,app,App26,user16,critical,4,24,800,true,false,env:stage;role:app;dc:DC2
server0476,prod,Windows,vmware,vm-1476,10.1.220.16,10.1.220.0/24,DC3,Cluster1,db,App27,user17,low,5,26,850,true,false,env:prod;role:db;dc:DC3
server0477,dev,RHEL,vmware,vm-1477,10.1.221.17,10.1.221.0/24,DC1,Cluster2,web,App28,user18,medium,6,28,900,true,false,env:dev;role:web;dc:DC1
server0478,qa,Ubuntu,vmware,vm-1478,10.1.222.18,10.1.222.0/24,DC2,Cluster3,batch,App29,user19,high,7,30,950,true,false,env:qa;role:batch;dc:DC2
server0479,stage,SLES,vmware,vm-1479,10.1.223.19,10.1.223.0/24,DC3,Cluster4,file,App30,user20,critical,8,32,1000,true,false,env:stage;role:file;dc:DC3
